,close,volume
2006-01-12,983.72,2189668000.0
2006-01-13,978.81,2228186100.0
2006-01-16,961.44,2030521500.0
2006-01-17,964.29,1603727600.0
2006-01-18,983.62,2082351800.0
2006-01-19,991.22,2645560900.0
2006-01-20,993.34,2614706200.0
2006-01-23,996.16,2254601900.0
2006-01-24,999.09,2419799100.0
2006-01-25,1009.6,2180075800.0
2006-02-06,1033.23,2503877100.0
2006-02-07,1029.94,3295478700.0
2006-02-08,1033.07,2698672900.0
2006-02-09,1019.6,2383960100.0
2006-02-10,1032.34,2202445300.0
2006-02-13,1031.61,2215729800.0
2006-02-14,1038.53,1855622000.0
2006-02-15,1041.66,2478462800.0
2006-02-16,1020.12,2615989200.0
2006-02-17,1020.37,2102687500.0
2006-02-20,1021.64,1881888300.0
2006-02-21,1038.82,2367803900.0
2006-02-22,1037.88,2538070400.0
2006-02-23,1041.37,1978503700.0
2006-02-24,1049.44,1967610400.0
2006-02-27,1047.85,2287209900.0
2006-02-28,1053.01,1935326700.0
2006-03-01,1056.62,1942573000.0
2006-03-02,1038.67,2487786100.0
2006-03-03,1041.68,2120053900.0
2006-03-06,1038.87,1787096300.0
2006-03-07,1014.97,1933651600.0
2006-03-08,1009.27,1746305500.0
2006-03-09,1004.34,1273509900.0
2006-03-10,1008.9,1188798300.0
2006-03-13,1019.86,1176591100.0
2006-03-14,1018.27,1134803000.0
2006-03-15,1028.96,1484206800.0
2006-03-16,1027.62,1478433900.0
2006-03-17,1024.02,1500192400.0
2006-03-20,1037.66,1538991200.0
2006-03-21,1040.76,1907766200.0
2006-03-22,1047.67,1864057500.0
2006-03-23,1048.54,2046788500.0
2006-03-24,1042.6,2009823700.0
2006-03-27,1050.71,1713407000.0
2006-03-28,1055.98,2227399900.0
2006-03-29,1065.29,3052634500.0
2006-03-30,1055.63,2201249400.0
2006-03-31,1061.09,2227619000.0
2006-04-03,1079.32,2772976100.0
2006-04-04,1089.37,3114875700.0
2006-04-05,1099.97,3293691400.0
2006-04-06,1103.24,3616704900.0
2006-04-07,1103.15,3257086000.0
2006-04-10,1117.91,3206752000.0
2006-04-11,1123.31,3560752000.0
2006-04-12,1117.07,3033384500.0
2006-04-13,1093.92,3382414600.0
2006-04-14,1118.61,3352796200.0
2006-04-17,1124.41,3570454800.0
2006-04-18,1131.28,3231722300.0
2006-04-19,1138.24,3432289800.0
2006-04-20,1134.38,3788565100.0
2006-04-21,1149.16,4077291000.0
2006-04-24,1142.7,4593621900.0
2006-04-25,1141.93,3861112500.0
2006-04-26,1155.73,4182430100.0
2006-04-27,1155.27,3198045100.0
2006-04-28,1172.35,4080185800.0
2006-05-08,1218.44,4491282100.0
2006-05-09,1251.61,5599386100.0
2006-05-10,1265.93,5566704300.0
2006-05-11,1255.04,6113372500.0
2006-05-12,1296.26,5492033100.0
2006-05-15,1352.15,7353400500.0
2006-05-16,1331.13,7965817000.0
2006-05-17,1335.52,6182328700.0
2006-05-18,1331.2,5205636300.0
2006-05-19,1366.1,6712386900.0
2006-05-22,1373.67,6626217200.0
2006-05-23,1317.65,5687238800.0
2006-05-24,1308.24,5117663200.0
2006-05-25,1307.7,3404643600.0
2006-05-26,1331.02,3638566500.0
2006-05-29,1366.29,4448001100.0
2006-05-30,1378.76,4476102700.0
2006-05-31,1365.45,4733588300.0
2006-06-01,1402.88,5349345300.0
2006-06-02,1390.12,6410916200.0
2006-06-05,1403.16,5510181900.0
2006-06-06,1399.14,4683527800.0
2006-06-07,1320.23,5204764700.0
2006-06-08,1325.98,4567750900.0
2006-06-09,1294.18,3739262300.0
2006-06-12,1297.67,2503333100.0
2006-06-13,1298.28,2782303100.0
2006-06-14,1283.88,2880166100.0
2006-06-15,1285.38,2324130200.0
2006-06-16,1318.01,2840803200.0
2006-06-19,1334.89,3072625800.0
2006-06-20,1338.22,2779705800.0
2006-06-21,1333.53,3244547900.0
2006-06-22,1331.55,2595315700.0
2006-06-23,1339.45,2565164400.0
2006-06-26,1363.41,2959592000.0
2006-06-27,1363.9,2645473400.0
2006-06-28,1362.88,2579165700.0
2006-06-29,1395.12,4243920100.0
2006-06-30,1393.96,3839674500.0
2006-07-03,1420.33,3829738500.0
2006-07-04,1411.01,4274980300.0
2006-07-05,1393.01,3344600500.0
2006-07-06,1418.67,3248073400.0
2006-07-07,1410.43,3355617600.0
2006-07-10,1412.12,2760736900.0
2006-07-11,1418.58,2853737900.0
2006-07-12,1419.2,3629341700.0
2006-07-13,1346.09,4897067300.0
2006-07-14,1357.13,3265910500.0
2006-07-17,1372.25,2420555200.0
2006-07-18,1373.42,2272454400.0
2006-07-19,1336.64,2522764700.0
2006-07-20,1345.19,1845062100.0
2006-07-21,1356.03,2039364800.0
2006-07-24,1358.12,1996619000.0
2006-07-25,1374.17,2202350900.0
2006-07-26,1371.3,1963344200.0
2006-07-27,1355.55,2381875500.0
2006-07-28,1341.39,2155750500.0
2006-07-31,1294.33,2218121100.0
2006-08-01,1282.06,1744388700.0
2006-08-02,1275.09,1781328400.0
2006-08-03,1271.74,1294047300.0
2006-08-04,1241.91,1605362800.0
2006-08-07,1224.1,1511651900.0
2006-08-08,1252.39,1425048100.0
2006-08-09,1251.3,1285947400.0
2006-08-10,1271.47,1769900600.0
2006-08-11,1275.65,1530322700.0
2006-08-14,1245.72,1644446900.0
2006-08-15,1265.86,1431936000.0
2006-08-16,1283.57,2080274300.0
2006-08-17,1271.63,1545790400.0
2006-08-18,1267.87,1396452400.0
2006-08-21,1270.56,1506476600.0
2006-08-22,1285.27,1720094200.0
2006-08-23,1285.68,1909287500.0
2006-08-24,1292.4,1508130600.0
2006-08-25,1295.44,1855793700.0
2006-08-28,1325.89,2618329000.0
2006-08-29,1330.15,3176637600.0
2006-08-30,1334.67,2113994900.0
2006-08-31,1338.69,2318827400.0
2006-09-01,1318.1,2503368800.0
2006-09-04,1337.24,2109534000.0
2006-09-05,1340.68,2686811000.0
2006-09-06,1346.37,2315311200.0
2006-09-07,1328.38,2188644900.0
2006-09-08,1332.15,1723027300.0
2006-09-11,1338.76,2094726600.0
2006-09-12,1347.64,2730189100.0
2006-09-13,1338.39,3282119100.0
2006-09-14,1338.28,2221728400.0
2006-09-15,1362.32,3605714800.0
2006-09-18,1375.56,3145485100.0
2006-09-19,1378.31,2664830100.0
2006-09-20,1378.46,2344588000.0
2006-09-21,1387.37,2609412100.0
2006-09-22,1374.85,2826504200.0
2006-09-25,1372.4,2458478000.0
2006-09-26,1357.65,1970327800.0
2006-09-27,1371.12,1758032300.0
2006-09-28,1387.0,2168779200.0
2006-09-29,1403.27,2716674200.0
2006-10-09,1436.07,3919186200.0
2006-10-10,1437.24,3840048600.0
2006-10-11,1435.91,3161798700.0
2006-10-12,1426.5,3795623700.0
2006-10-13,1430.88,2829515600.0
2006-10-16,1418.52,2849218600.0
2006-10-17,1414.45,2422440300.0
2006-10-18,1437.59,2429030800.0
2006-10-19,1439.38,2382026700.0
2006-10-20,1440.18,2656014300.0
2006-10-23,1408.71,2895037700.0
2006-10-24,1440.05,2618997200.0
2006-10-25,1446.83,3220489500.0
2006-10-26,1456.1,3846636200.0
2006-10-27,1439.05,3737930400.0
2006-10-30,1446.24,3532045200.0
2006-10-31,1464.47,3695228300.0
2006-11-01,1479.41,3892692500.0
2006-11-02,1479.66,4237313600.0
2006-11-03,1488.29,3937202700.0
2006-11-06,1507.89,4203351000.0
2006-11-07,1516.1,4303832800.0
2006-11-08,1498.17,2872240500.0
2006-11-09,1524.71,3403013300.0
2006-11-10,1504.06,5392286700.0
2006-11-13,1475.78,4165330100.0
2006-11-14,1493.78,3630788500.0
2006-11-15,1534.76,4058921600.0
2006-11-16,1533.29,5776094800.0
2006-11-17,1562.08,4444619100.0
2006-11-20,1593.16,5341235900.0
2006-11-21,1612.25,4860184200.0
2006-11-22,1624.03,5706549500.0
2006-11-23,1634.91,5136067900.0
2006-11-24,1636.58,4971209600.0
2006-11-27,1651.8,4726727000.0
2006-11-28,1644.01,4476291600.0
2006-11-29,1667.14,4557841100.0
2006-11-30,1714.36,6021608800.0
2006-12-01,1729.22,5841358100.0
2006-12-04,1780.74,7143433300.0
2006-12-05,1794.23,6720257600.0
2006-12-06,1779.41,8127670000.0
2006-12-07,1775.71,8048750200.0
2006-12-08,1711.58,6625774600.0
2006-12-11,1789.92,5133597500.0
2006-12-12,1802.79,5783354300.0
2006-12-13,1803.86,4800445800.0
2006-12-14,1836.14,4720622700.0
2006-12-15,1867.64,4941444100.0
2006-12-18,1916.11,6189299000.0
2006-12-19,1921.44,6778893500.0
2006-12-20,1936.55,5634850200.0
2006-12-21,1908.98,6022516400.0
2006-12-22,1895.64,4623050100.0
2006-12-25,1939.1,5625174200.0
2006-12-26,1938.24,5696738300.0
2006-12-27,1982.88,5600564700.0
2006-12-28,1979.93,6319283400.0
2006-12-29,2041.05,7385194700.0
2007-01-04,2067.09,10671970700.0
2007-01-05,2072.88,9274344700.0
2007-01-08,2131.56,8476790900.0
2007-01-09,2200.09,8157762900.0
2007-01-10,2255.97,8490497900.0
2007-01-11,2231.63,8627654800.0
2007-01-12,2173.75,7652572000.0
2007-01-15,2287.34,6640309700.0
2007-01-16,2353.87,7636425400.0
2007-01-17,2308.93,8901554000.0
2007-01-18,2317.09,7864860600.0
2007-01-19,2396.09,8333402200.0
2007-01-22,2491.31,9389299300.0
2007-01-23,2508.13,10233761600.0
2007-01-24,2536.43,8443369700.0
2007-01-25,2452.83,8105515100.0
2007-01-26,2512.92,7865400800.0
2007-01-29,2576.92,8545208500.0
2007-01-30,2551.88,7821152800.0
2007-01-31,2385.34,8090913700.0
2007-02-01,2395.17,6507809500.0
2007-02-02,2298.0,5937715400.0
2007-02-05,2271.8,4758750600.0
2007-02-06,2316.04,6701064800.0
2007-02-07,2369.79,7010639000.0
2007-02-08,2410.6,6265654000.0
2007-02-09,2397.24,5551553200.0
2007-02-12,2485.39,5499232000.0
2007-02-13,2522.63,5152886200.0
2007-02-14,2588.35,6277727900.0
2007-02-15,2668.63,7163132900.0
2007-02-16,2676.74,7590878500.0
2007-02-26,2707.68,7453156000.0
2007-02-27,2457.49,10773680700.0
2007-02-28,2544.57,8282257100.0
2007-03-01,2473.54,8215965500.0
2007-03-02,2508.73,5794680500.0
2007-03-05,2475.61,6851748800.0
2007-03-06,2520.29,5263315300.0
2007-03-07,2589.44,5972094900.0
2007-03-08,2627.63,5538655900.0
2007-03-09,2611.39,7041132600.0
2007-03-12,2616.17,6246892100.0
2007-03-13,2640.17,6578890800.0
2007-03-14,2597.36,6895208800.0
2007-03-15,2645.55,6377848900.0
2007-03-16,2604.23,7533185000.0
2007-03-19,2659.41,7398356600.0
2007-03-20,2672.77,6124972600.0
2007-03-21,2702.6,6461295700.0
2007-03-22,2711.32,8330807400.0
2007-03-23,2716.27,7391191900.0
2007-03-26,2764.03,7607477300.0
2007-03-27,2784.02,8072512700.0
2007-03-28,2797.65,11220997000.0
2007-03-29,2783.3,10656723900.0
2007-03-30,2781.78,6295070600.0
2007-04-02,2850.11,6924788300.0
2007-04-03,2888.11,7701449500.0
2007-04-04,2911.82,7550665800.0
2007-04-05,2945.05,7413899100.0
2007-04-06,2972.01,7910232800.0
2007-04-09,3038.17,9090170500.0
2007-04-10,3081.57,10088834200.0
2007-04-11,3121.32,10166993500.0
2007-04-12,3176.44,9253518600.0
2007-04-13,3169.23,10065311600.0
2007-04-16,3256.0,8792894000.0
2007-04-17,3283.6,10530710500.0
2007-04-18,3304.5,10142670700.0
2007-04-19,3150.3,11527000900.0
2007-04-20,3289.28,9446986900.0
2007-04-23,3431.32,10995899100.0
2007-04-24,3445.2,11464300600.0
2007-04-25,3448.28,10058066900.0
2007-04-26,3493.58,7899769000.0
2007-04-27,3470.52,8069863600.0
2007-04-30,3558.71,9430286400.0
2007-05-08,3686.03,10678873200.0
2007-05-09,3701.28,14064835800.0
2007-05-10,3724.51,11541992200.0
2007-05-11,3702.61,8896176100.0
2007-05-14,3734.42,9109804900.0
2007-05-15,3604.64,9357856800.0
2007-05-16,3700.29,8622926800.0
2007-05-17,3778.61,9025647800.0
2007-05-18,3776.63,8241889800.0
2007-05-21,3831.44,9847865000.0
2007-05-22,3870.49,10961818400.0
2007-05-23,3938.95,9852317100.0
2007-05-24,3919.75,11381426400.0
2007-05-25,3985.25,9541661500.0
2007-05-28,4072.58,11404185100.0
2007-05-29,4168.29,11326722700.0
2007-05-30,3886.46,13273914000.0
2007-05-31,3927.95,12607824800.0
2007-06-01,3803.95,11993793900.0
2007-06-04,3511.43,9053101900.0
2007-06-05,3634.63,11376803800.0
2007-06-06,3677.58,9595151000.0
2007-06-07,3802.3,9419058100.0
2007-06-08,3837.87,8907474200.0
2007-06-11,3931.86,9098227700.0
2007-06-12,4036.11,9938977400.0
2007-06-13,4118.27,10945294500.0
2007-06-14,4075.82,8660918000.0
2007-06-15,4099.38,6877960000.0
2007-06-18,4227.57,8787291300.0
2007-06-19,4253.0,8154047100.0
2007-06-20,4157.6,8686301500.0
2007-06-21,4197.28,7373947100.0
2007-06-22,4051.43,7955237400.0
2007-06-25,3877.59,7003104400.0
2007-06-26,3928.21,5888511400.0
2007-06-27,4040.48,6529052000.0
2007-06-28,3858.52,6685798000.0
2007-06-29,3764.08,5892087000.0
2007-07-02,3757.66,4974731000.0
2007-07-03,3832.23,4640912600.0
2007-07-04,3743.58,3823371600.0
2007-07-05,3537.43,4322552700.0
2007-07-06,3710.28,5136651200.0
2007-07-09,3821.3,5407311300.0
2007-07-10,3775.62,5190786800.0
2007-07-11,3789.87,3362890700.0
2007-07-12,3816.92,3136811900.0
2007-07-13,3820.12,2689324200.0
2007-07-16,3697.97,2993185700.0
2007-07-17,3789.65,3255385000.0
2007-07-18,3807.57,4597582300.0
2007-07-19,3807.0,3025846700.0
2007-07-20,3971.88,5527112100.0
2007-07-23,4156.72,8527618600.0
2007-07-24,4161.35,7609073500.0
2007-07-25,4255.46,6459776600.0
2007-07-26,4303.19,6549024300.0
2007-07-27,4307.14,6502110900.0
2007-07-30,4410.3,7544158300.0
2007-07-31,4460.56,7137504200.0
2007-08-01,4290.48,7936166500.0
2007-08-02,4436.19,6288753800.0
2007-08-03,4598.38,7819047300.0
2007-08-06,4703.98,7616427100.0
2007-08-07,4724.55,8384713300.0
2007-08-08,4668.09,8898800100.0
2007-08-09,4777.29,7202578600.0
2007-08-10,4726.68,7496288100.0
2007-08-13,4721.19,8576316700.0
2007-08-14,4795.57,6115791100.0
2007-08-15,4798.75,6346642700.0
2007-08-16,4721.94,6359479400.0
2007-08-17,4626.58,6365212000.0
2007-08-20,4885.43,6781220400.0
2007-08-21,4972.71,7444059300.0
2007-08-22,5051.69,7402892500.0
2007-08-23,5135.93,6805188200.0
2007-08-24,5217.58,7376987500.0
2007-08-27,5243.15,8263145400.0
2007-08-28,5251.77,7506678900.0
2007-08-29,5171.82,7292945600.0
2007-08-30,5241.23,6729849000.0
2007-08-31,5296.81,6678035700.0
2007-09-03,5419.17,8284916600.0
2007-09-04,5360.33,7991483200.0
2007-09-05,5363.25,6536490200.0
2007-09-06,5412.04,7060857400.0
2007-09-07,5294.8,7929888000.0
2007-09-10,5377.22,6509567200.0
2007-09-11,5124.09,6880669000.0
2007-09-12,5202.86,6157225300.0
2007-09-13,5349.97,5974692900.0
2007-09-14,5397.28,6029562600.0
2007-09-17,5498.91,6940313200.0
2007-09-18,5476.84,7162181000.0
2007-09-19,5419.27,5588006500.0
2007-09-20,5494.91,5671213600.0
2007-09-21,5468.1,6110635600.0
2007-09-24,5513.9,5418481700.0
2007-09-25,5454.61,4532623000.0
2007-09-26,5361.02,3917115600.0
2007-09-27,5427.66,3375905600.0
2007-09-28,5580.81,4851462000.0
2007-10-08,5653.14,6644970300.0
2007-10-09,5675.93,5363349000.0
2007-10-10,5685.76,6399445500.0
2007-10-11,5760.08,6514110100.0
2007-10-12,5737.22,7800106400.0
2007-10-15,5821.45,7068211100.0
2007-10-16,5877.2,6469204900.0
2007-10-17,5824.12,4886976800.0
2007-10-18,5615.75,4859563000.0
2007-10-19,5614.06,3846645700.0
2007-10-22,5472.68,3586749900.0
2007-10-23,5540.09,4189680000.0
2007-10-24,5588.01,4466123800.0
2007-10-25,5333.79,5082170600.0
2007-10-26,5394.81,3589596500.0
2007-10-29,5508.36,3523397700.0
2007-10-30,5596.07,3919392100.0
2007-10-31,5688.54,5032946900.0
2007-11-01,5605.23,4661247900.0
2007-11-02,5472.93,4328950000.0
2007-11-05,5360.31,3369501800.0
2007-11-06,5317.55,2705785400.0
2007-11-07,5350.63,3006134900.0
2007-11-08,5093.67,3605489300.0
2007-11-09,5040.52,3458382600.0
2007-11-12,4978.25,3841392200.0
2007-11-13,4939.24,3686207900.0
2007-11-14,5145.89,3523154200.0
2007-11-15,5081.11,3175946400.0
2007-11-16,5007.66,2331099100.0
2007-11-19,4994.42,2554810100.0
2007-11-20,5069.38,3356271400.0
2007-11-21,4997.62,2680312200.0
2007-11-22,4772.62,2650771600.0
2007-11-23,4856.16,2014630500.0
2007-11-26,4800.08,2362227600.0
2007-11-27,4711.15,2088684000.0
2007-11-28,4648.75,2248236800.0
2007-11-29,4842.07,3687299000.0
2007-11-30,4737.41,2938369600.0
2007-12-03,4772.67,2225593400.0
2007-12-04,4829.21,2264359200.0
2007-12-05,4965.95,3176916500.0
2007-12-06,4971.06,2371159100.0
2007-12-07,5041.35,2719822300.0
2007-12-10,5133.56,4278069100.0
2007-12-11,5140.0,4058645700.0
2007-12-12,5077.39,3982825100.0
2007-12-13,4884.3,3681959000.0
2007-12-14,4977.65,3072792500.0
2007-12-17,4857.29,3701452200.0
2007-12-18,4829.91,2293007600.0
2007-12-19,4946.28,3210185800.0
2007-12-20,5037.19,3131991700.0
2007-12-21,5101.85,3725149400.0
2007-12-24,5207.13,5031996700.0
2007-12-25,5216.81,3897370500.0
2007-12-26,5265.03,4146811500.0
2007-12-27,5367.53,5234501800.0
2007-12-28,5338.27,4536141500.0
2008-01-02,5385.1,4566871000.0
2008-01-03,5422.03,6464587800.0
2008-01-04,5483.65,5174642000.0
2008-01-07,5556.59,5348540900.0
2008-01-08,5528.05,6489950100.0
2008-01-09,5613.76,4679687200.0
2008-01-10,5672.15,6422989300.0
2008-01-11,5699.15,5616707900.0
2008-01-14,5731.76,4984601000.0
2008-01-15,5696.45,5088660800.0
2008-01-16,5505.72,5577446900.0
2008-01-17,5365.62,6193693300.0
2008-01-18,5414.47,4391300500.0
2008-01-21,5145.73,4783361700.0
2008-01-22,4753.87,6077269200.0
2008-01-23,4975.11,5577638500.0
2008-01-24,5027.21,5660598700.0
2008-01-25,5077.43,4714210800.0
2008-01-28,4731.88,4142528300.0
2008-01-29,4762.08,2906225600.0
2008-01-30,4710.65,3409897600.0
2008-01-31,4620.4,3085258000.0
2008-02-01,4571.94,3512552800.0
2008-02-04,4950.12,4095314500.0
2008-02-05,4921.83,3279635600.0
2008-02-13,4816.08,2147565900.0
2008-02-14,4880.25,1983778900.0
2008-02-15,4813.31,2426260100.0
2008-02-18,4910.99,3059007800.0
2008-02-19,5020.75,3617696500.0
2008-02-20,4908.72,3955772200.0
2008-02-21,4876.03,3340361600.0
2008-02-22,4702.24,3791862700.0
2008-02-25,4519.78,3365200100.0
2008-02-26,4515.53,3327639000.0
2008-02-27,4639.77,2959239300.0
2008-02-28,4622.06,2539817100.0
2008-02-29,4674.55,2335085800.0
2008-03-03,4790.74,3925841100.0
2008-03-04,4671.15,4512977700.0
2008-03-05,4628.72,3941799300.0
2008-03-06,4685.03,4440226800.0
2008-03-07,4621.69,2869094500.0
2008-03-10,4431.59,3178035500.0
2008-03-11,4441.18,2627659200.0
2008-03-12,4309.65,2714564400.0
2008-03-13,4198.96,3445130700.0
2008-03-14,4157.87,2342788500.0
2008-03-17,3965.28,2818096100.0
2008-03-18,3763.95,3452375100.0
2008-03-19,3888.86,3789847700.0
2008-03-20,4001.83,4621294400.0
2008-03-21,4037.83,4261516300.0
2008-03-24,3857.09,3584243800.0
2008-03-25,3905.77,3224586300.0
2008-03-26,3914.37,2803676300.0
2008-03-27,3748.92,3200066800.0
2008-03-28,3918.16,4209677700.0
2008-03-31,3790.53,2944084100.0
2008-04-01,3582.86,3530346200.0
2008-04-02,3547.98,4276588400.0
2008-04-03,3650.7,3298949300.0
2008-04-07,3845.82,4048498200.0
2008-04-08,3891.06,4406792200.0
2008-04-09,3688.13,3899716800.0
2008-04-10,3754.72,2880439600.0
2008-04-11,3783.73,2632859000.0
2008-04-14,3536.33,3342704600.0
2008-04-15,3583.3,3065688600.0
2008-04-16,3494.02,2652812000.0
2008-04-17,3386.63,2953061800.0
2008-04-18,3272.5,2788816200.0
2008-04-21,3267.55,4136230700.0
2008-04-22,3296.28,3253796900.0
2008-04-23,3453.73,4427255300.0
2008-04-24,3774.5,9657489600.0
2008-04-25,3803.07,8481449100.0
2008-04-28,3729.15,4883123500.0
2008-04-29,3776.94,4454044000.0
2008-04-30,3959.12,6990977700.0
2008-05-05,4055.78,6253407300.0
2008-05-06,4010.89,5845928000.0
2008-05-07,3821.32,5445770600.0
2008-05-08,3925.04,4405566800.0
2008-05-09,3878.92,5365592900.0
2008-05-12,3904.92,4538266000.0
2008-05-13,3851.69,5033801200.0
2008-05-14,3975.78,5060690100.0
2008-05-15,3948.09,5077297500.0
2008-05-16,3936.12,3972175200.0
2008-05-19,3914.07,2970958100.0
2008-05-20,3710.82,3970262900.0
2008-05-21,3783.05,4359616200.0
2008-05-22,3711.44,4074271700.0
2008-05-23,3675.15,3344043100.0
2008-05-26,3559.22,2818019000.0
2008-05-27,3576.2,2476269300.0
2008-05-28,3676.23,3103491400.0
2008-05-29,3580.87,2942274000.0
2008-05-30,3611.33,2859084700.0
2008-06-02,3625.83,2825335800.0
2008-06-03,3614.11,3473514100.0
2008-06-04,3546.92,2941765300.0
2008-06-05,3512.14,2398927900.0
2008-06-06,3489.5,2094422900.0
2008-06-10,3206.56,3294996100.0
2008-06-11,3140.3,2940973500.0
2008-06-12,3084.63,3145410900.0
2008-06-13,2979.12,2531983700.0
2008-06-16,2952.24,2681379400.0
2008-06-17,2842.68,2646377800.0
2008-06-18,2991.27,4256009500.0
2008-06-19,2773.08,3631903900.0
2008-06-20,2849.67,5167590500.0
2008-06-23,2789.94,2663149300.0
2008-06-24,2851.91,3179245600.0
2008-06-25,2969.54,4242526100.0
2008-06-26,2980.91,4259931200.0
2008-06-27,2816.02,4088655600.0
2008-06-30,2791.82,2529540600.0
2008-07-01,2698.35,2885158500.0
2008-07-02,2699.6,2791636500.0
2008-07-03,2760.61,4566030500.0
2008-07-04,2741.85,3790501000.0
2008-07-07,2882.76,5273202400.0
2008-07-08,2901.84,5424807800.0
2008-07-09,3015.13,6935696800.0
2008-07-10,2973.73,6164955400.0
2008-07-11,2953.5,4428710100.0
2008-07-14,2975.87,3457504300.0
2008-07-15,2852.98,4729275900.0
2008-07-16,2745.6,3940311500.0
2008-07-17,2718.07,3268733500.0
2008-07-18,2815.46,4020340200.0
2008-07-21,2911.05,4511957700.0
2008-07-22,2904.74,3881497600.0
2008-07-23,2883.32,3882123300.0
2008-07-24,2977.36,4853866500.0
2008-07-25,2939.2,4057108100.0
2008-07-28,2960.85,3930864000.0
2008-07-29,2905.63,3603627500.0
2008-07-30,2884.38,2981080000.0
2008-07-31,2805.21,2794096600.0
2008-08-01,2840.79,3403149100.0
2008-08-04,2773.15,2278232400.0
2008-08-05,2703.08,3046923500.0
2008-08-06,2721.69,2740402200.0
2008-08-07,2720.44,2337043900.0
2008-08-08,2591.46,3089458100.0
2008-08-11,2456.81,3212020600.0
2008-08-12,2444.16,2419194400.0
2008-08-13,2444.67,2755171100.0
2008-08-14,2443.51,2015723600.0
2008-08-15,2447.61,2042226100.0
2008-08-18,2313.4,2362310600.0
2008-08-19,2348.47,1947710600.0
2008-08-20,2532.94,4504341500.0
2008-08-21,2443.98,3751804000.0
2008-08-22,2404.93,2629824100.0
2008-08-25,2400.55,1864319000.0
2008-08-26,2331.53,2374193700.0
2008-08-27,2325.29,2386258400.0
2008-08-28,2335.86,2040029100.0
2008-08-29,2391.64,2887784500.0
2008-09-01,2309.17,2115280300.0
2008-09-02,2285.41,1844049800.0
2008-09-03,2245.96,2374947400.0
2008-09-04,2251.15,1898478000.0
2008-09-05,2183.43,2165448000.0
2008-09-08,2126.52,2218655400.0
2008-09-09,2139.14,1762429800.0
2008-09-10,2143.18,2205784400.0
2008-09-11,2072.13,2217678100.0
2008-09-12,2077.85,1919702000.0
2008-09-16,2000.65,3356326100.0
2008-09-17,1929.13,3286224200.0
2008-09-18,1895.99,4782026300.0
2008-09-19,2073.11,3652540400.0
2008-09-22,2207.61,10199387300.0
2008-09-23,2123.48,7836561700.0
2008-09-24,2138.85,4532818000.0
2008-09-25,2223.53,7423791200.0
2008-09-26,2243.66,5942994300.0
2008-10-06,2128.7,4557526400.0
2008-10-07,2102.45,4306532500.0
2008-10-08,2022.88,3687470000.0
2008-10-09,1995.3,3358231100.0
2008-10-10,1906.96,3915159300.0
2008-10-13,1985.49,4353812000.0
2008-10-14,1934.62,5433194600.0
2008-10-15,1914.36,3189239800.0
2008-10-16,1820.9,4052964800.0
2008-10-17,1833.26,2871542000.0
2008-10-20,1896.73,3327715200.0
2008-10-21,1881.41,3890839500.0
2008-10-22,1833.32,3296857200.0
2008-10-23,1834.78,3575865400.0
2008-10-24,1781.6,3298066800.0
2008-10-27,1654.67,3644184700.0
2008-10-28,1705.82,4679280400.0
2008-10-29,1658.22,3886948800.0
2008-10-30,1697.66,4128429200.0
2008-10-31,1663.66,2831453400.0
2008-11-03,1653.54,2538109700.0
2008-11-04,1627.76,2610016500.0
2008-11-05,1691.42,4241821000.0
2008-11-06,1649.78,3078417900.0
2008-11-07,1677.83,3152159000.0
2008-11-10,1801.66,6394885900.0
2008-11-11,1781.36,6607285100.0
2008-11-12,1801.82,4408796000.0
2008-11-13,1874.08,8323455200.0
2008-11-14,1943.65,9116871700.0
2008-11-17,1987.22,8783662600.0
2008-11-18,1839.82,9727835300.0
2008-11-19,1953.16,8211740800.0
2008-11-20,1932.43,8318703800.0
2008-11-21,1920.73,8304932900.0
2008-11-24,1837.64,5056151700.0
2008-11-25,1834.29,4281459000.0
2008-11-26,1843.49,4556563500.0
2008-11-27,1870.47,8800832200.0
2008-11-28,1829.92,5159066000.0
2008-12-01,1864.2,4838633300.0
2008-12-02,1868.63,6135023500.0
2008-12-03,1952.67,8501914400.0
2008-12-04,1982.93,11918344100.0
2008-12-05,2013.17,7436632600.0
2008-12-08,2095.04,10760713100.0
2008-12-09,2040.85,9250981400.0
2008-12-10,2096.39,8327106200.0
2008-12-11,2046.34,7355623600.0
2008-12-12,1960.38,6738726600.0
2008-12-15,1975.03,5045109600.0
2008-12-16,1994.45,4792487800.0
2008-12-17,2001.42,5868515000.0
2008-12-18,2045.1,5842922400.0
2008-12-19,2052.11,6331122700.0
2008-12-22,2017.55,5294946400.0
2008-12-23,1918.95,6359046400.0
2008-12-24,1887.08,4420183100.0
2008-12-25,1870.77,3991683400.0
2008-12-26,1862.1,3456088800.0
2008-12-29,1854.76,3598687300.0
2008-12-30,1833.43,3758462700.0
2008-12-31,1817.72,3563135500.0
2009-01-05,1882.96,4818702000.0
2009-01-06,1942.8,7097409700.0
2009-01-07,1931.18,5970216700.0
2009-01-08,1887.99,5344649000.0
2009-01-09,1918.37,4740721600.0
2009-01-12,1920.69,5423415600.0
2009-01-13,1876.18,4981813700.0
2009-01-14,1955.24,5928323100.0
2009-01-15,1954.87,7894364800.0
2009-01-16,1990.21,9653863300.0
2009-01-19,2012.46,8194817700.0
2009-01-20,2025.19,5325926200.0
2009-01-21,2021.71,6411742800.0
2009-01-22,2044.55,5886194700.0
